"CountryCode","SeriesCode","Year","DESCRIPTION",
"BOL","SI.POV.NAHC","YR2013","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2014","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2015","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2016","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2017","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate. *",
"BOL","SI.POV.NAHC","YR2018","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate. *",
"BOL","SI.POV.NAHC.NC","YR1999","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2000","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2001","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2002","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2004","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2005","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2006","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2007","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2008","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2009","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2011","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2012","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2013","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2014","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2015","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2016","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC.NC","YR2017","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate. *",
"BOL","SI.POV.NAHC.NC","YR2018","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate. *",
"BOL","SI.POV.NOP1","YR1990","Estimated from grouped income data.",
"BOL","SI.POV.NOP1","YR1997","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR1999","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2000","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2001","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2002","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2004","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2005","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2006","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2007","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2008","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2009","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2011","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2012","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2013","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2014","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2015","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2016","Estimated from unit-record income data.",
"BOL","SI.POV.NOP1","YR2017","Estimated from unit-record income data.",
"BOL","SI.POV.RUGP","YR2004","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP","YR2005","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP","YR2006","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP","YR2007","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP","YR2008","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP","YR2009","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP","YR2011","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP","YR2012","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP","YR2013","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP","YR2014","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP.NC","YR2004","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP.NC","YR2005","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP.NC","YR2006","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP.NC","YR2007","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP.NC","YR2008","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP.NC","YR2009","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP.NC","YR2011","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP.NC","YR2012","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP.NC","YR2013","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUGP.NC","YR2014","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC","YR2004","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC","YR2005","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC","YR2006","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC","YR2007","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC","YR2008","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC","YR2009","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC","YR2011","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC","YR2012","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC","YR2013","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC","YR2014","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC.NC","YR2004","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC.NC","YR2005","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC.NC","YR2006","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC.NC","YR2007","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC.NC","YR2008","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC.NC","YR2009","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC.NC","YR2011","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC.NC","YR2012","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC.NC","YR2013","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.RUHC.NC","YR2014","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.SANI.MI","YR2017","Survey: EH. Welf type: INC",
"BOL","SI.POV.UMIC","YR1990","Estimated from grouped income data.",
"BOL","SI.POV.UMIC","YR1997","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR1999","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2000","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2001","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2002","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2004","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2005","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2006","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2007","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2008","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2009","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2011","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2012","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2013","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2014","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2015","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2016","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC","YR2017","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR1990","Estimated from grouped income data.",
"BOL","SI.POV.UMIC.GP","YR1997","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR1999","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2000","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2001","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2002","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2004","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2005","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2006","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2007","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2008","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2009","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2011","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2012","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2013","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2014","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2015","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2016","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GP","YR2017","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.GR","YR2011","Decomposition is for the period of 2016-2011.",
"BOL","SI.POV.UMIC.NO","YR1990","Estimated from grouped income data.",
"BOL","SI.POV.UMIC.NO","YR1997","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR1999","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2000","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2001","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2002","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2004","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2005","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2006","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2007","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2008","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2009","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2011","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2012","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2013","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2014","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2015","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2016","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.NO","YR2017","Estimated from unit-record income data.",
"BOL","SI.POV.UMIC.RE","YR2011","Decomposition is for the period of 2016-2011.",
"BOL","SI.POV.URGP","YR2004","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP","YR2005","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP","YR2006","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP","YR2007","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP","YR2008","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP","YR2009","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP","YR2011","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP","YR2012","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP","YR2013","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP","YR2014","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP.NC","YR2004","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP.NC","YR2005","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP.NC","YR2006","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP.NC","YR2007","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP.NC","YR2008","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP.NC","YR2009","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP.NC","YR2011","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP.NC","YR2012","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP.NC","YR2013","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URGP.NC","YR2014","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC","YR2004","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC","YR2005","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC","YR2006","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC","YR2007","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC","YR2008","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC","YR2009","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC","YR2011","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC","YR2012","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC","YR2013","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC","YR2014","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC.NC","YR2004","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC.NC","YR2005","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC.NC","YR2006","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC.NC","YR2007","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC.NC","YR2008","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC.NC","YR2009","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC.NC","YR2011","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC.NC","YR2012","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC.NC","YR2013","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.URHC.NC","YR2014","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.WATR.MI","YR2017","Survey: EH. Welf type: INC",
"BOL","SI.POV.XPND.MD","YR2012","Estimated from individual income data.",
"BOL","SI.POV.XPND.MD","YR2017","Estimated from individual income data.",
"BOL","SI.POV.XPND.MD.ZG","YR2017","Estimated from individual income data. Growth rates are for the period of 2012-2017.",
"BOL","SI.SPR.PC40","YR2012","Estimated from individual income data.",
"BOL","SI.SPR.PC40","YR2017","Estimated from individual income data.",
"BOL","SI.SPR.PC40.ZG","YR2017","Estimated from individual income data. Growth rates are for the period of 2012-2017.",
"BOL","SI.SPR.PCAP","YR2012","Estimated from individual income data.",
"BOL","SI.SPR.PCAP","YR2017","Estimated from individual income data.",
"BOL","SI.SPR.PCAP.ZG","YR2017","Estimated from individual income data. Growth rates are for the period of 2012-2017.",
